,epoch,lr0,lr1,lr2,m0,m1,m2
66,66.0,0.0064356026086799,0.0064356026086799,0.0064356026086799,0.937,0.937,0.937
67,67.0,0.0063432159156357,0.0063432159156357,0.0063432159156357,0.937,0.937,0.937
68,68.0,0.0062504593602224,0.0062504593602224,0.0062504593602224,0.937,0.937,0.937
69,69.0,0.0061573736285308,0.0061573736285308,0.0061573736285308,0.937,0.937,0.937
70,70.0,0.0060639995510393,0.0060639995510393,0.0060639995510393,0.937,0.937,0.937
71,71.0,0.0059703780847044,0.0059703780847044,0.0059703780847044,0.937,0.937,0.937
72,72.0,0.0058765502949954,0.0058765502949954,0.0058765502949954,0.937,0.937,0.937
73,73.0,0.0057825573378819,0.0057825573378819,0.0057825573378819,0.937,0.937,0.937
74,74.0,0.0056884404417813,0.0056884404417813,0.0056884404417813,0.937,0.937,0.937
75,75.0,0.0055942408894751,0.0055942408894751,0.0055942408894751,0.937,0.937,0.937
76,76.0,0.0055,0.0055,0.0055,0.937,0.937,0.937
77,77.0,0.0054057591105248,0.0054057591105248,0.0054057591105248,0.937,0.937,0.937
78,78.0,0.0053115595582186,0.0053115595582186,0.0053115595582186,0.937,0.937,0.937
79,79.0,0.005217442662118,0.005217442662118,0.005217442662118,0.937,0.937,0.937
80,80.0,0.0051234497050045,0.0051234497050045,0.0051234497050045,0.937,0.937,0.937
81,81.0,0.0050296219152955,0.0050296219152955,0.0050296219152955,0.937,0.937,0.937
82,82.0,0.0049360004489606,0.0049360004489606,0.0049360004489606,0.937,0.937,0.937
83,83.0,0.0048426263714691,0.0048426263714691,0.0048426263714691,0.937,0.937,0.937
84,84.0,0.0047495406397775,0.0047495406397775,0.0047495406397775,0.937,0.937,0.937
85,85.0,0.0046567840843642,0.0046567840843642,0.0046567840843642,0.937,0.937,0.937
86,86.0,0.00456439739132,0.00456439739132,0.00456439739132,0.937,0.937,0.937
87,87.0,0.004472421084502,0.004472421084502,0.004472421084502,0.937,0.937,0.937
88,88.0,0.0043808955077581,0.0043808955077581,0.0043808955077581,0.937,0.937,0.937
89,89.0,0.0042898608072313,0.0042898608072313,0.0042898608072313,0.937,0.937,0.937
90,90.0,0.0041993569137498,0.0041993569137498,0.0041993569137498,0.937,0.937,0.937
91,91.0,0.0041094235253127,0.0041094235253127,0.0041094235253127,0.937,0.937,0.937
92,92.0,0.0040201000896763,0.0040201000896763,0.0040201000896763,0.937,0.937,0.937
93,93.0,0.0039314257870518,0.0039314257870518,0.0039314257870518,0.937,0.937,0.937
94,94.0,0.0038434395129189,0.0038434395129189,0.0038434395129189,0.937,0.937,0.937
95,95.0,0.0037561798609655,0.0037561798609655,0.0037561798609655,0.937,0.937,0.937
96,96.0,0.0036696851061588,0.0036696851061588,0.0036696851061588,0.937,0.937,0.937
97,97.0,0.0035839931879571,0.0035839931879571,0.0035839931879571,0.937,0.937,0.937
98,98.0,0.0034991416936678,0.0034991416936678,0.0034991416936678,0.937,0.937,0.937
99,99.0,0.0034151678419606,0.0034151678419606,0.0034151678419606,0.937,0.937,0.937
100,100.0,0.0033321084665422,0.0033321084665422,0.0033321084665422,0.937,0.937,0.937
101,101.0,0.0032499999999999,0.0032499999999999,0.0032499999999999,0.937,0.937,0.937
102,102.0,0.0031688784578209,0.0031688784578209,0.0031688784578209,0.937,0.937,0.937
103,103.0,0.0030887794225945,0.0030887794225945,0.0030887794225945,0.937,0.937,0.937
104,104.0,0.0030097380284049,0.0030097380284049,0.0030097380284049,0.937,0.937,0.937
105,105.0,0.00293178894542,0.00293178894542,0.00293178894542,0.937,0.937,0.937
106,106.0,0.0028549663646838,0.0028549663646838,0.0028549663646838,0.937,0.937,0.937
107,107.0,0.0027793039831193,0.0027793039831193,0.0027793039831193,0.937,0.937,0.937
108,108.0,0.0027048349887476,0.0027048349887476,0.0027048349887476,0.937,0.937,0.937
109,109.0,0.0026315920461308,0.0026315920461308,0.0026315920461308,0.937,0.937,0.937
110,110.0,0.0025596072820445,0.0025596072820445,0.0025596072820445,0.937,0.937,0.937
111,111.0,0.0024889122713851,0.0024889122713851,0.0024889122713851,0.937,0.937,0.937
112,112.0,0.0024195380233209,0.0024195380233209,0.0024195380233209,0.937,0.937,0.937
113,113.0,0.0023515149676898,0.0023515149676898,0.0023515149676898,0.937,0.937,0.937
114,114.0,0.0022848729416523,0.0022848729416523,0.0022848729416523,0.937,0.937,0.937
115,115.0,0.0022196411766036,0.0022196411766036,0.0022196411766036,0.937,0.937,0.937
116,116.0,0.0021558482853517,0.0021558482853517,0.0021558482853517,0.937,0.937,0.937
117,117.0,0.002093522249567,0.002093522249567,0.002093522249567,0.937,0.937,0.937
118,118.0,0.0020326904075089,0.0020326904075089,0.0020326904075089,0.937,0.937,0.937
119,119.0,0.0019733794420337,0.0019733794420337,0.0019733794420337,0.937,0.937,0.937
120,120.0,0.0019156153688911,0.0019156153688911,0.0019156153688911,0.937,0.937,0.937
121,121.0,0.0018594235253127,0.0018594235253127,0.0018594235253127,0.937,0.937,0.937
122,122.0,0.0018048285588983,0.0018048285588983,0.0018048285588983,0.937,0.937,0.937
123,123.0,0.0017518544168045,0.0017518544168045,0.0017518544168045,0.937,0.937,0.937
124,124.0,0.0017005243352409,0.0017005243352409,0.0017005243352409,0.937,0.937,0.937
125,125.0,0.0016508608292777,0.0016508608292777,0.0016508608292777,0.937,0.937,0.937
126,126.0,0.00160288568297,0.00160288568297,0.00160288568297,0.937,0.937,0.937
127,127.0,0.0015566199398026,0.0015566199398026,0.0015566199398026,0.937,0.937,0.937
128,128.0,0.0015120838934595,0.0015120838934595,0.0015120838934595,0.937,0.937,0.937
129,129.0,0.0014692970789226,0.0014692970789226,0.0014692970789226,0.937,0.937,0.937
130,130.0,0.0014282782639029,0.0014282782639029,0.0014282782639029,0.937,0.937,0.937
131,131.0,0.0013890454406082,0.0013890454406082,0.0013890454406082,0.937,0.937,0.937
132,132.0,0.0013516158178517,0.0013516158178517,0.0013516158178517,0.937,0.937,0.937
133,133.0,0.0013160058135028,0.0013160058135028,0.0013160058135028,0.937,0.937,0.937
134,134.0,0.0012822310472864,0.0012822310472864,0.0012822310472864,0.937,0.937,0.937
135,135.0,0.0012503063339313,0.0012503063339313,0.0012503063339313,0.937,0.937,0.937
136,136.0,0.0012202456766718,0.0012202456766718,0.0012202456766718,0.937,0.937,0.937
137,137.0,0.0011920622611056,0.0011920622611056,0.0011920622611056,0.937,0.937,0.937
138,138.0,0.0011657684494105,0.0011657684494105,0.0011657684494105,0.937,0.937,0.937
139,139.0,0.0011413757749211,0.0011413757749211,0.0011413757749211,0.937,0.937,0.937
140,140.0,0.0011188949370707,0.0011188949370707,0.0011188949370707,0.937,0.937,0.937
141,141.0,0.0010983357966978,0.0010983357966978,0.0010983357966978,0.937,0.937,0.937
142,142.0,0.0010797073717209,0.0010797073717209,0.0010797073717209,0.937,0.937,0.937
143,143.0,0.0010630178331827,0.0010630178331827,0.0010630178331827,0.937,0.937,0.937
144,144.0,0.0010482745016665,0.0010482745016665,0.0010482745016665,0.937,0.937,0.937
145,145.0,0.0010354838440848,0.0010354838440848,0.0010354838440848,0.937,0.937,0.937
146,146.0,0.0010246514708427,0.0010246514708427,0.0010246514708427,0.937,0.937,0.937
147,147.0,0.0010157821333772,0.0010157821333772,0.0010157821333772,0.937,0.937,0.937
148,148.0,0.0010088797220727,0.0010088797220727,0.0010088797220727,0.937,0.937,0.937
149,149.0,0.0010039472645551,0.0010039472645551,0.0010039472645551,0.937,0.937,0.937
